UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
197337, 4,"R",8,"Z",0,"R",8,"A",,"A",,"R",7,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",4,"Z",0,"R",4,"A",,"A",,"R",3,"R",12,"R",0,"R",12,"A",,"A",,"R",10
197531, 4,"R",117,"Z",0,"R",117,"A",,"A",,"R",117,"R",53,"Z",0,"R",53,"A",,"A",,"R",53,"R",98,"Z",0,"R",98,"A",,"A",,"R",62,"R",268,"R",0,"R",268,"A",,"A",,"R",232
197601, 1,"R",28,"R",0,"R",28,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",33,"R",0,"R",33,"R",11,"R",0,"R",11
197601, 2,"R",28,"Z",0,"R",28,"R",11,"R",0,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",0,"R",0,"R",0,"R",33,"R",0,"R",33,"R",11,"R",0,"R",11
197647, 1,"R",9,"R",0,"R",9,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",0,"R",13,"R",3,"R",0,"R",3,"R",22,"R",0,"R",22,"R",4,"R",0,"R",4
197647, 2,"R",9,"Z",0,"R",9,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",13,"Z",0,"R",13,"R",3,"R",0,"R",3,"R",22,"R",0,"R",22,"R",4,"R",0,"R",4
197674, 1,"R",33,"R",0,"R",33,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",0,"R",11,"R",2,"R",0,"R",2,"R",44,"R",0,"R",44,"R",8,"R",0,"R",8
197674, 2,"R",33,"Z",0,"R",33,"R",6,"R",0,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",11,"Z",0,"R",11,"R",2,"R",0,"R",2,"R",44,"R",0,"R",44,"R",8,"R",0,"R",8
197692, 1,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20,"R",0,"R",20,"R",10,"R",0,"R",10,"R",22,"R",0,"R",22,"R",12,"R",0,"R",12
197692, 2,"R",2,"Z",0,"R",2,"R",2,"R",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",20,"Z",0,"R",20,"R",10,"R",0,"R",10,"R",22,"R",0,"R",22,"R",12,"R",0,"R",12
197708, 1,"R",106,"R",7,"R",99,"R",79,"R",3,"R",82,"R",71,"R",4,"R",67,"R",55,"R",1,"R",56,"R",391,"R",6,"R",385,"R",317,"R",6,"R",323,"R",568,"R",17,"R",551,"R",451,"R",10,"R",461
197708, 2,"R",100,"R",7,"R",93,"R",79,"R",0,"R",79,"R",68,"R",4,"R",64,"R",55,"R",0,"R",55,"R",381,"R",5,"R",376,"R",317,"R",0,"R",317,"R",549,"R",16,"R",533,"R",451,"R",0,"R",451
197708, 3,"R",6,"R",0,"R",6,"Z",0,"R",3,"R",3,"R",3,"R",0,"R",3,"Z",0,"R",1,"R",1,"R",10,"R",1,"R",9,"Z",0,"R",6,"R",6,"R",19,"R",1,"R",18,"R",0,"R",10,"R",10
197735, 1,"R",35,"R",0,"R",35,"R",32,"R",0,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83,"R",0,"R",83,"R",50,"R",0,"R",50,"R",118,"R",0,"R",118,"R",82,"R",0,"R",82
197735, 2,"R",35,"Z",0,"R",35,"R",32,"R",0,"R",32,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",83,"Z",0,"R",83,"R",50,"R",0,"R",50,"R",118,"R",0,"R",118,"R",82,"R",0,"R",82
197744, 1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",0,"R",5,"R",5,"R",10,"R",0,"R",10,"R",0,"R",5,"R",5
197744, 2,"R",1,"Z",0,"R",1,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"Z",0,"R",5,"R",5,"R",10,"R",0,"R",10,"R",0,"R",5,"R",5
197814, 4,"R",74,"Z",0,"R",74,"A",,"A",,"R",27,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",103,"Z",0,"R",103,"A",,"A",,"R",42,"R",177,"R",0,"R",177,"A",,"A",,"R",69
197850, 4,"R",50,"Z",0,"R",50,"A",,"A",,"R",14,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",112,"Z",0,"R",112,"A",,"A",,"R",43,"R",162,"R",0,"R",162,"A",,"A",,"R",57
197869, 1,"R",873,"R",0,"R",873,"R",579,"R",0,"R",579,"R",644,"R",0,"R",644,"R",481,"R",0,"R",481,"R",1785,"R",0,"R",1785,"R",1354,"R",0,"R",1354,"R",3302,"R",0,"R",3302,"R",2414,"R",0,"R",2414
197869, 2,"R",873,"Z",0,"R",873,"R",579,"R",0,"R",579,"R",644,"Z",0,"R",644,"R",481,"R",0,"R",481,"R",1785,"Z",0,"R",1785,"R",1354,"R",0,"R",1354,"R",3302,"R",0,"R",3302,"R",2414,"R",0,"R",2414
197887, 4,"R",223,"Z",0,"R",223,"A",,"A",,"R",66,"R",7,"Z",0,"R",7,"A",,"A",,"R",0,"R",206,"Z",0,"R",206,"A",,"A",,"R",74,"R",436,"R",0,"R",436,"A",,"A",,"R",140
197911, 1,"R",94,"R",0,"R",94,"R",41,"R",0,"R",41,"R",59,"R",0,"R",59,"R",30,"R",0,"R",30,"R",45,"R",0,"R",45,"R",31,"R",0,"R",31,"R",198,"R",0,"R",198,"R",102,"R",0,"R",102
197911, 2,"R",94,"Z",0,"R",94,"R",41,"R",0,"R",41,"R",59,"Z",0,"R",59,"R",30,"R",0,"R",30,"R",45,"Z",0,"R",45,"R",31,"R",0,"R",31,"R",198,"R",0,"R",198,"R",102,"R",0,"R",102
197966, 4,"R",40,"Z",0,"R",40,"A",,"A",,"R",11,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",40,"Z",0,"R",40,"A",,"A",,"R",18,"R",80,"R",0,"R",80,"A",,"A",,"R",29
197984, 1,"R",124,"R",0,"R",124,"R",45,"R",0,"R",45,"R",89,"R",0,"R",89,"R",36,"R",0,"R",36,"R",186,"R",0,"R",186,"R",104,"R",0,"R",104,"R",399,"R",0,"R",399,"R",185,"R",0,"R",185
197984, 2,"R",124,"Z",0,"R",124,"R",45,"R",0,"R",45,"R",89,"Z",0,"R",89,"R",36,"R",0,"R",36,"R",186,"Z",0,"R",186,"R",104,"R",0,"R",104,"R",399,"R",0,"R",399,"R",185,"R",0,"R",185
197993, 1,"R",136,"R",0,"R",136,"R",23,"R",0,"R",23,"R",16,"R",0,"R",16,"R",2,"R",0,"R",2,"R",8,"R",0,"R",8,"R",8,"R",0,"R",8,"R",160,"R",0,"R",160,"R",33,"R",0,"R",33
197993, 2,"R",136,"Z",0,"R",136,"R",23,"R",0,"R",23,"R",16,"Z",0,"R",16,"R",2,"R",0,"R",2,"R",8,"Z",0,"R",8,"R",8,"R",0,"R",8,"R",160,"R",0,"R",160,"R",33,"R",0,"R",33
198011, 4,"R",30,"Z",0,"R",30,"A",,"A",,"R",11,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",12,"Z",0,"R",12,"A",,"A",,"R",2,"R",42,"R",0,"R",42,"A",,"A",,"R",13
198039, 4,"R",83,"Z",0,"R",83,"A",,"A",,"R",26,"R",9,"Z",0,"R",9,"A",,"A",,"R",3,"R",54,"Z",0,"R",54,"A",,"A",,"R",26,"R",146,"R",0,"R",146,"A",,"A",,"R",55
198066, 1,"R",104,"R",0,"R",104,"R",40,"R",0,"R",40,"R",60,"R",0,"R",60,"R",30,"R",0,"R",30,"R",82,"R",0,"R",82,"R",26,"R",0,"R",26,"R",246,"R",0,"R",246,"R",96,"R",0,"R",96
198066, 2,"R",104,"Z",0,"R",104,"R",40,"R",0,"R",40,"R",60,"Z",0,"R",60,"R",30,"R",0,"R",30,"R",82,"Z",0,"R",82,"R",26,"R",0,"R",26,"R",246,"R",0,"R",246,"R",96,"R",0,"R",96
198084, 4,"R",90,"Z",0,"R",90,"A",,"A",,"R",43,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",100,"Z",0,"R",100,"A",,"A",,"R",45,"R",190,"R",0,"R",190,"A",,"A",,"R",88
198109, 1,"R",4,"R",0,"R",4,"R",0,"R",1,"R",1,"R",4,"R",0,"R",4,"R",0,"R",2,"R",2,"R",3,"R",0,"R",3,"R",0,"R",2,"R",2,"R",11,"R",0,"R",11,"R",0,"R",5,"R",5
198109, 2,"R",4,"Z",0,"R",4,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"Z",0,"R",2,"R",2,"R",3,"Z",0,"R",3,"Z",0,"R",2,"R",2,"R",11,"R",0,"R",11,"R",0,"R",5,"R",5
198118, 4,"R",194,"Z",0,"R",194,"A",,"A",,"R",72,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",178,"Z",0,"R",178,"A",,"A",,"R",76,"R",372,"R",0,"R",372,"A",,"A",,"R",148
198136, 1,"R",270,"R",0,"R",270,"R",126,"R",2,"R",128,"R",198,"R",0,"R",198,"R",118,"R",1,"R",119,"R",309,"R",0,"R",309,"R",180,"R",7,"R",187,"R",777,"R",0,"R",777,"R",424,"R",10,"R",434
198136, 2,"R",268,"Z",0,"R",268,"R",126,"R",2,"R",128,"R",198,"Z",0,"R",198,"R",118,"R",1,"R",119,"R",308,"Z",0,"R",308,"R",180,"R",6,"R",186,"R",774,"R",0,"R",774,"R",424,"R",9,"R",433
198136, 3,"R",2,"Z",0,"R",2,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",3,"R",0,"R",3,"R",0,"R",1,"R",1
198154, 4,"R",374,"R",0,"R",374,"A",,"A",,"R",122,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",441,"R",1,"R",440,"A",,"A",,"R",151,"R",815,"R",1,"R",814,"A",,"A",,"R",273
198206, 4,"R",56,"Z",0,"R",56,"A",,"A",,"R",21,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",62,"Z",0,"R",62,"A",,"A",,"R",28,"R",118,"R",0,"R",118,"A",,"A",,"R",49
198215, 1,"R",148,"R",0,"R",148,"R",68,"R",0,"R",68,"R",59,"R",0,"R",59,"R",37,"R",0,"R",37,"R",125,"R",0,"R",125,"R",68,"R",0,"R",68,"R",332,"R",0,"R",332,"R",173,"R",0,"R",173
198215, 2,"R",148,"Z",0,"R",148,"R",68,"R",0,"R",68,"R",59,"Z",0,"R",59,"R",37,"R",0,"R",37,"R",125,"Z",0,"R",125,"R",68,"R",0,"R",68,"R",332,"R",0,"R",332,"R",173,"R",0,"R",173
198233, 4,"R",152,"Z",0,"R",152,"A",,"A",,"R",50,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",154,"Z",0,"R",154,"A",,"A",,"R",59,"R",306,"R",0,"R",306,"A",,"A",,"R",109
198251, 4,"R",208,"Z",0,"R",208,"A",,"A",,"R",73,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",242,"Z",0,"R",242,"A",,"A",,"R",113,"R",450,"R",0,"R",450,"A",,"A",,"R",186
198260, 4,"R",514,"Z",0,"R",514,"A",,"A",,"R",139,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",624,"Z",0,"R",624,"A",,"A",,"R",161,"R",1138,"R",0,"R",1138,"A",,"A",,"R",300
198303, 1,"R",418,"R",0,"R",418,"R",110,"R",0,"R",110,"R",60,"R",0,"R",60,"R",21,"R",0,"R",21,"R",48,"R",0,"R",48,"R",19,"R",0,"R",19,"R",526,"R",0,"R",526,"R",150,"R",0,"R",150
198303, 2,"R",418,"Z",0,"R",418,"R",110,"R",0,"R",110,"R",60,"Z",0,"R",60,"R",21,"R",0,"R",21,"R",48,"Z",0,"R",48,"R",19,"R",0,"R",19,"R",526,"R",0,"R",526,"R",150,"R",0,"R",150
198321, 4,"R",32,"Z",0,"R",32,"A",,"A",,"R",4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",72,"Z",0,"R",72,"A",,"A",,"R",7,"R",104,"R",0,"R",104,"A",,"A",,"R",11
198330, 4,"R",207,"Z",0,"R",207,"A",,"A",,"R",79,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",188,"Z",0,"R",188,"A",,"A",,"R",87,"R",395,"R",0,"R",395,"A",,"A",,"R",166
198367, 4,"R",59,"Z",0,"R",59,"A",,"A",,"R",23,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",59,"Z",0,"R",59,"A",,"A",,"R",31,"R",118,"R",0,"R",118,"A",,"A",,"R",54
198376, 4,"R",168,"Z",0,"R",168,"A",,"A",,"R",51,"R",17,"Z",0,"R",17,"A",,"A",,"R",9,"R",157,"Z",0,"R",157,"A",,"A",,"R",84,"R",342,"R",0,"R",342,"A",,"A",,"R",144
198385, 1,"R",86,"R",0,"R",86,"R",81,"R",0,"R",81,"R",29,"R",0,"R",29,"R",25,"R",0,"R",25,"R",404,"R",1,"R",403,"R",370,"R",0,"R",370,"R",519,"R",1,"R",518,"R",476,"R",0,"R",476
198385, 2,"R",86,"R",0,"R",86,"R",81,"R",0,"R",81,"R",29,"R",0,"R",29,"R",25,"R",0,"R",25,"R",404,"R",1,"R",403,"R",370,"R",0,"R",370,"R",519,"R",1,"R",518,"R",476,"R",0,"R",476
198419, 1,"R",265,"R",0,"R",265,"R",255,"R",0,"R",255,"R",247,"R",0,"R",247,"R",241,"R",0,"R",241,"R",1239,"R",0,"R",1239,"R",1182,"R",0,"R",1182,"R",1751,"R",0,"R",1751,"R",1678,"R",0,"R",1678
198419, 2,"R",265,"Z",0,"R",265,"R",255,"R",0,"R",255,"R",247,"Z",0,"R",247,"R",241,"R",0,"R",241,"R",1239,"Z",0,"R",1239,"R",1182,"R",0,"R",1182,"R",1751,"R",0,"R",1751,"R",1678,"R",0,"R",1678
198455, 4,"R",90,"Z",0,"R",90,"A",,"A",,"R",28,"R",3,"Z",0,"R",3,"A",,"A",,"R",1,"R",103,"Z",0,"R",103,"A",,"A",,"R",42,"R",196,"R",0,"R",196,"A",,"A",,"R",71
198464, 1,"R",1618,"R",1,"R",1617,"R",896,"R",0,"R",896,"R",923,"R",0,"R",923,"R",577,"R",0,"R",577,"R",1771,"R",6,"R",1765,"R",1202,"R",0,"R",1202,"R",4312,"R",7,"R",4305,"R",2675,"R",0,"R",2675
198464, 2,"R",1618,"R",1,"R",1617,"R",896,"R",0,"R",896,"R",923,"R",0,"R",923,"R",577,"R",0,"R",577,"R",1771,"R",6,"R",1765,"R",1202,"R",0,"R",1202,"R",4312,"R",7,"R",4305,"R",2675,"R",0,"R",2675
198491, 4,"R",23,"Z",0,"R",23,"A",,"A",,"R",10,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",10,"Z",0,"R",10,"A",,"A",,"R",9,"R",33,"R",0,"R",33,"A",,"A",,"R",19
198507, 1,"R",251,"R",0,"R",251,"R",122,"R",0,"R",122,"R",31,"R",0,"R",31,"R",14,"R",0,"R",14,"R",59,"R",0,"R",59,"R",28,"R",0,"R",28,"R",341,"R",0,"R",341,"R",164,"R",0,"R",164
198507, 2,"R",251,"Z",0,"R",251,"R",122,"R",0,"R",122,"R",31,"Z",0,"R",31,"R",14,"R",0,"R",14,"R",59,"Z",0,"R",59,"R",28,"R",0,"R",28,"R",341,"R",0,"R",341,"R",164,"R",0,"R",164
198516, 1,"R",153,"R",0,"R",153,"R",123,"R",0,"R",123,"R",444,"R",0,"R",444,"R",371,"R",0,"R",371,"R",976,"R",0,"R",976,"R",811,"R",0,"R",811,"R",1573,"R",0,"R",1573,"R",1305,"R",0,"R",1305
198516, 2,"R",153,"Z",0,"R",153,"R",123,"R",0,"R",123,"R",444,"Z",0,"R",444,"R",371,"R",0,"R",371,"R",976,"Z",0,"R",976,"R",811,"R",0,"R",811,"R",1573,"R",0,"R",1573,"R",1305,"R",0,"R",1305
198534, 4,"R",441,"R",7,"R",434,"A",,"A",,"R",72,"R",37,"R",0,"R",37,"A",,"A",,"R",10,"R",212,"R",11,"R",201,"A",,"A",,"R",62,"R",690,"R",18,"R",672,"A",,"A",,"R",144
198543, 1,"R",505,"R",0,"R",505,"R",175,"R",0,"R",175,"R",36,"R",0,"R",36,"R",16,"R",0,"R",16,"R",121,"R",0,"R",121,"R",42,"R",0,"R",42,"R",662,"R",0,"R",662,"R",233,"R",0,"R",233
198543, 2,"R",505,"Z",0,"R",505,"R",175,"R",0,"R",175,"R",36,"Z",0,"R",36,"R",16,"R",0,"R",16,"R",121,"Z",0,"R",121,"R",42,"R",0,"R",42,"R",662,"R",0,"R",662,"R",233,"R",0,"R",233
198552, 4,"R",302,"Z",0,"R",302,"A",,"A",,"R",70,"R",24,"Z",0,"R",24,"A",,"A",,"R",9,"R",274,"Z",0,"R",274,"A",,"A",,"R",87,"R",600,"R",0,"R",600,"A",,"A",,"R",166
198561, 1,"R",155,"R",0,"R",155,"R",82,"R",6,"R",88,"R",80,"R",0,"R",80,"R",40,"R",5,"R",45,"R",146,"R",0,"R",146,"R",101,"R",1,"R",102,"R",381,"R",0,"R",381,"R",223,"R",12,"R",235
198561, 2,"R",153,"Z",0,"R",153,"R",82,"R",4,"R",86,"R",77,"Z",0,"R",77,"R",40,"R",2,"R",42,"R",145,"Z",0,"R",145,"R",101,"R",0,"R",101,"R",375,"R",0,"R",375,"R",223,"R",6,"R",229
198561, 3,"R",2,"Z",0,"R",2,"Z",0,"R",2,"R",2,"R",3,"Z",0,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",6,"R",0,"R",6,"R",0,"R",6,"R",6
198570, 4,"R",109,"R",0,"R",109,"A",,"A",,"R",51,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",107,"R",1,"R",106,"A",,"A",,"R",58,"R",216,"R",1,"R",215,"A",,"A",,"R",109
198598, 1,"R",113,"R",0,"R",113,"R",38,"R",0,"R",38,"R",50,"R",0,"R",50,"R",17,"R",0,"R",17,"R",60,"R",0,"R",60,"R",36,"R",0,"R",36,"R",223,"R",0,"R",223,"R",91,"R",0,"R",91
198598, 2,"R",113,"Z",0,"R",113,"R",38,"R",0,"R",38,"R",50,"Z",0,"R",50,"R",17,"R",0,"R",17,"R",60,"Z",0,"R",60,"R",36,"R",0,"R",36,"R",223,"R",0,"R",223,"R",91,"R",0,"R",91
198613, 1,"R",162,"R",0,"R",162,"R",55,"R",0,"R",55,"R",79,"R",0,"R",79,"R",48,"R",0,"R",48,"R",101,"R",0,"R",101,"R",60,"R",0,"R",60,"R",342,"R",0,"R",342,"R",163,"R",0,"R",163
198613, 2,"R",162,"Z",0,"R",162,"R",55,"R",0,"R",55,"R",79,"Z",0,"R",79,"R",48,"R",0,"R",48,"R",101,"Z",0,"R",101,"R",60,"R",0,"R",60,"R",342,"R",0,"R",342,"R",163,"R",0,"R",163
198622, 4,"R",480,"Z",0,"R",480,"A",,"A",,"R",133,"R",52,"Z",0,"R",52,"A",,"A",,"R",17,"R",329,"Z",0,"R",329,"A",,"A",,"R",119,"R",861,"R",0,"R",861,"A",,"A",,"R",269
198640, 4,"R",19,"Z",0,"R",19,"A",,"A",,"R",5,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",10,"Z",0,"R",10,"A",,"A",,"R",7,"R",29,"R",0,"R",29,"A",,"A",,"R",12
198668, 4,"R",91,"Z",0,"R",91,"A",,"A",,"R",34,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",88,"Z",0,"R",88,"A",,"A",,"R",45,"R",179,"R",0,"R",179,"A",,"A",,"R",79
198677, 1,"R",5,"R",0,"R",5,"R",1,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",1,"R",1,"R",2
198677, 2,"R",4,"Z",0,"R",4,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1
198677, 3,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1
198695, 1,"R",136,"R",0,"R",136,"R",89,"R",5,"R",94,"R",310,"R",0,"R",310,"R",219,"R",9,"R",228,"R",665,"R",1,"R",664,"R",448,"R",7,"R",455,"R",1111,"R",1,"R",1110,"R",756,"R",21,"R",777
198695, 2,"R",131,"R",0,"R",131,"R",89,"R",0,"R",89,"R",301,"R",0,"R",301,"R",219,"R",0,"R",219,"R",658,"R",1,"R",657,"R",448,"R",0,"R",448,"R",1090,"R",1,"R",1089,"R",756,"R",0,"R",756
198695, 3,"R",5,"Z",0,"R",5,"Z",0,"R",5,"R",5,"R",9,"Z",0,"R",9,"Z",0,"R",9,"R",9,"R",7,"Z",0,"R",7,"Z",0,"R",7,"R",7,"R",21,"R",0,"R",21,"R",0,"R",21,"R",21
198710, 4,"R",118,"Z",0,"R",118,"A",,"A",,"R",57,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",81,"Z",0,"R",81,"A",,"A",,"R",40,"R",199,"R",0,"R",199,"A",,"A",,"R",97
198729, 4,"R",61,"Z",0,"R",61,"A",,"A",,"R",21,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",11,"Z",0,"R",11,"A",,"A",,"R",7,"R",72,"R",0,"R",72,"A",,"A",,"R",28
198756, 1,"R",261,"R",0,"R",261,"R",82,"R",0,"R",82,"R",37,"R",0,"R",37,"R",16,"R",0,"R",16,"R",33,"R",0,"R",33,"R",15,"R",0,"R",15,"R",331,"R",0,"R",331,"R",113,"R",0,"R",113
198756, 2,"R",261,"Z",0,"R",261,"R",82,"R",0,"R",82,"R",37,"Z",0,"R",37,"R",16,"R",0,"R",16,"R",33,"Z",0,"R",33,"R",15,"R",0,"R",15,"R",331,"R",0,"R",331,"R",113,"R",0,"R",113
198774, 4,"R",178,"Z",0,"R",178,"A",,"A",,"R",41,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",267,"Z",0,"R",267,"A",,"A",,"R",87,"R",445,"R",0,"R",445,"A",,"A",,"R",128
198808, 1,"R",103,"R",0,"R",103,"R",42,"R",0,"R",42,"R",56,"R",0,"R",56,"R",24,"R",0,"R",24,"R",49,"R",0,"R",49,"R",26,"R",0,"R",26,"R",208,"R",0,"R",208,"R",92,"R",0,"R",92
198808, 2,"R",103,"Z",0,"R",103,"R",42,"R",0,"R",42,"R",56,"Z",0,"R",56,"R",24,"R",0,"R",24,"R",49,"Z",0,"R",49,"R",26,"R",0,"R",26,"R",208,"R",0,"R",208,"R",92,"R",0,"R",92
198817, 4,"R",65,"Z",0,"R",65,"A",,"A",,"R",15,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",36,"Z",0,"R",36,"A",,"A",,"R",13,"R",101,"R",0,"R",101,"A",,"A",,"R",28
198835, 1,"R",190,"R",1,"R",189,"R",74,"R",0,"R",74,"R",78,"R",0,"R",78,"R",43,"R",0,"R",43,"R",115,"R",0,"R",115,"R",78,"R",0,"R",78,"R",383,"R",1,"R",382,"R",195,"R",0,"R",195
198835, 2,"R",190,"R",1,"R",189,"R",74,"R",0,"R",74,"R",78,"R",0,"R",78,"R",43,"R",0,"R",43,"R",115,"R",0,"R",115,"R",78,"R",0,"R",78,"R",383,"R",1,"R",382,"R",195,"R",0,"R",195
198844, 4,"R",70,"Z",0,"R",70,"A",,"A",,"R",62,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",73,"Z",0,"R",73,"A",,"A",,"R",18,"R",143,"R",0,"R",143,"A",,"A",,"R",80
198862, 1,"R",306,"R",0,"R",306,"R",68,"R",11,"R",79,"R",49,"R",0,"R",49,"R",9,"R",4,"R",13,"R",10,"R",0,"R",10,"R",6,"R",1,"R",7,"R",365,"R",0,"R",365,"R",83,"R",16,"R",99
198862, 2,"R",295,"Z",0,"R",295,"R",68,"R",0,"R",68,"R",45,"Z",0,"R",45,"R",9,"R",0,"R",9,"R",9,"Z",0,"R",9,"R",6,"R",0,"R",6,"R",349,"R",0,"R",349,"R",83,"R",0,"R",83
198862, 3,"R",11,"Z",0,"R",11,"Z",0,"R",11,"R",11,"R",4,"Z",0,"R",4,"Z",0,"R",4,"R",4,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",16,"R",0,"R",16,"R",0,"R",16,"R",16
198871, 4,"R",223,"Z",0,"R",223,"A",,"A",,"R",101,"R",54,"Z",0,"R",54,"A",,"A",,"R",8,"R",7,"Z",0,"R",7,"A",,"A",,"R",3,"R",284,"R",0,"R",284,"A",,"A",,"R",112
198899, 1,"R",228,"R",0,"R",228,"R",81,"R",0,"R",81,"R",65,"R",0,"R",65,"R",29,"R",0,"R",29,"R",60,"R",0,"R",60,"R",38,"R",0,"R",38,"R",353,"R",0,"R",353,"R",148,"R",0,"R",148
198899, 2,"R",228,"Z",0,"R",228,"R",81,"R",0,"R",81,"R",65,"Z",0,"R",65,"R",29,"R",0,"R",29,"R",60,"Z",0,"R",60,"R",38,"R",0,"R",38,"R",353,"R",0,"R",353,"R",148,"R",0,"R",148
198905, 4,"R",20,"Z",0,"R",20,"A",,"A",,"R",11,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",12,"Z",0,"R",12,"A",,"A",,"R",1,"R",32,"R",0,"R",32,"A",,"A",,"R",12
198914, 4,"R",35,"Z",0,"R",35,"A",,"A",,"R",17,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",35,"Z",0,"R",35,"A",,"A",,"R",17,"R",70,"R",0,"R",70,"A",,"A",,"R",34
198923, 4,"R",25,"Z",0,"R",25,"A",,"A",,"R",10,"R",10,"Z",0,"R",10,"A",,"A",,"R",10,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",35,"R",0,"R",35,"A",,"A",,"R",20
198950, 1,"R",135,"R",0,"R",135,"R",80,"R",0,"R",80,"R",101,"R",0,"R",101,"R",67,"R",0,"R",67,"R",158,"R",0,"R",158,"R",109,"R",0,"R",109,"R",394,"R",0,"R",394,"R",256,"R",0,"R",256
