UNITID,GRTYPE,CHRTSTAT,SECTION,COHORT,LINE,XGRTOTLT,GRTOTLT,XGRTOTLM,GRTOTLM,XGRTOTLW,GRTOTLW,XGRAIANT,GRAIANT,XGRAIANM,GRAIANM,XGRAIANW,GRAIANW,XGRASIAT,GRASIAT,XGRASIAM,GRASIAM,XGRASIAW,GRASIAW,XGRBKAAT,GRBKAAT,XGRBKAAM,GRBKAAM,XGRBKAAW,GRBKAAW,XGRHISPT,GRHISPT,XGRHISPM,GRHISPM,XGRHISPW,GRHISPW,XGRNHPIT,GRNHPIT,XGRNHPIM,GRNHPIM,XGRNHPIW,GRNHPIW,XGRWHITT,GRWHITT,XGRWHITM,GRWHITM,XGRWHITW,GRWHITW,XGR2MORT,GR2MORT,XGR2MORM,GR2MORM,XGR2MORW,GR2MORW,XGRUNKNT,GRUNKNT,XGRUNKNM,GRUNKNM,XGRUNKNW,GRUNKNW,XGRNRALT,GRNRALT,XGRNRALM,GRNRALM,XGRNRALW,GRNRALW 
100654, 1,10,1,1,"999","R",1286,"R",514,"R",772,"R",2,"Z",0,"R",2,"R",2,"Z",0,"R",2,"R",1158,"R",464,"R",694,"R",13,"R",8,"R",5,"R",1,"Z",0,"R",1,"R",19,"R",13,"R",6,"R",14,"R",4,"R",10,"R",68,"R",22,"R",46,"R",9,"R",3,"R",6
100654, 2,12,1,1,"999","R",1284,"R",513,"R",771,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",1156,"R",463,"R",693,"R",13,"R",8,"R",5,"R",1,"R",0,"R",1,"R",19,"R",13,"R",6,"R",14,"R",4,"R",10,"R",68,"R",22,"R",46,"R",9,"R",3,"R",6
100654, 3,13,1,1,"999","R",369,"R",112,"R",257,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",320,"R",98,"R",222,"R",5,"R",3,"R",2,"R",1,"R",0,"R",1,"R",4,"R",2,"R",2,"R",3,"R",1,"R",2,"R",29,"R",6,"R",23,"R",5,"R",2,"R",3
100654, 4,20,1,1,"999","R",393,"R",130,"R",263,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",353,"R",114,"R",239,"R",5,"R",4,"R",1,"R",0,"R",0,"R",0,"R",8,"R",7,"R",1,"R",6,"R",1,"R",5,"R",20,"R",4,"R",16,"R",0,"R",0,"R",0
100654, 6,10,2,2,"10 ","R",1286,"R",514,"R",772,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",1158,"R",464,"R",694,"R",13,"R",8,"R",5,"R",1,"R",0,"R",1,"R",19,"R",13,"R",6,"R",14,"R",4,"R",10,"R",68,"R",22,"R",46,"R",9,"R",3,"R",6
100654, 7,11,2,2,"45 ","R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100654, 8,12,2,2,"50 ","R",1284,"R",513,"R",771,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",1156,"R",463,"R",693,"R",13,"R",8,"R",5,"R",1,"R",0,"R",1,"R",19,"R",13,"R",6,"R",14,"R",4,"R",10,"R",68,"R",22,"R",46,"R",9,"R",3,"R",6
100654, 9,13,2,2,"29A","R",369,"R",112,"R",257,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",320,"R",98,"R",222,"R",5,"R",3,"R",2,"R",1,"R",0,"R",1,"R",4,"R",2,"R",2,"R",3,"R",1,"R",2,"R",29,"R",6,"R",23,"R",5,"R",2,"R",3
100654,12,16,2,2,"18A","R",369,"R",112,"R",257,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",320,"R",98,"R",222,"R",5,"R",3,"R",2,"R",1,"R",0,"R",1,"R",4,"R",2,"R",2,"R",3,"R",1,"R",2,"R",29,"R",6,"R",23,"R",5,"R",2,"R",3
100654,13,17,2,2,"19 ","R",191,"R",45,"R",146,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",159,"R",36,"R",123,"R",3,"R",1,"R",2,"R",1,"R",0,"R",1,"R",4,"R",2,"R",2,"R",1,"R",0,"R",1,"R",16,"R",4,"R",12,"R",5,"R",2,"R",3
100654,14,18,2,2,"20 ","R",129,"R",47,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",116,"R",44,"R",72,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",11,"R",1,"R",10,"R",0,"R",0,"R",0
100654,15,19,2,2,"21 ","R",49,"R",20,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45,"R",18,"R",27,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0
100654,16,20,2,2,"30 ","R",393,"R",130,"R",263,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",353,"R",114,"R",239,"R",5,"R",4,"R",1,"R",0,"R",0,"R",0,"R",8,"R",7,"R",1,"R",6,"R",1,"R",5,"R",20,"R",4,"R",16,"R",0,"R",0,"R",0
100654,40,11,1,1,"999","R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100654,41,31,1,1,"999","R",106,"R",53,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",101,"R",52,"R",49,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
100654,42,32,1,1,"999","R",416,"R",218,"R",198,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",382,"R",199,"R",183,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",6,"R",3,"R",3,"R",4,"R",2,"R",2,"R",17,"R",12,"R",5,"R",4,"R",1,"R",3
100654,43,31,2,2,"22 ","R",106,"R",53,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",101,"R",52,"R",49,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
100654,44,32,2,2,"23 ","R",416,"R",218,"R",198,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",382,"R",199,"R",183,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",6,"R",3,"R",3,"R",4,"R",2,"R",2,"R",17,"R",12,"R",5,"R",4,"R",1,"R",3
100663, 1,10,1,1,"999","R",2228,"R",833,"R",1395,"R",6,"R",2,"R",4,"R",170,"R",67,"R",103,"R",509,"R",174,"R",335,"R",55,"R",20,"R",35,"Z",0,"Z",0,"Z",0,"R",1320,"R",502,"R",818,"R",125,"R",48,"R",77,"R",9,"R",3,"R",6,"R",34,"R",17,"R",17
100663, 2,12,1,1,"999","R",2219,"R",827,"R",1392,"R",6,"R",2,"R",4,"R",169,"R",66,"R",103,"R",507,"R",173,"R",334,"R",55,"R",20,"R",35,"R",0,"R",0,"R",0,"R",1314,"R",498,"R",816,"R",125,"R",48,"R",77,"R",9,"R",3,"R",6,"R",34,"R",17,"R",17
100663, 3,13,1,1,"999","R",1389,"R",472,"R",917,"R",4,"R",1,"R",3,"R",147,"R",56,"R",91,"R",281,"R",86,"R",195,"R",26,"R",6,"R",20,"R",0,"R",0,"R",0,"R",829,"R",286,"R",543,"R",69,"R",22,"R",47,"R",5,"R",3,"R",2,"R",28,"R",12,"R",16
100663, 4,20,1,1,"999","R",433,"R",162,"R",271,"R",1,"R",1,"R",0,"R",12,"R",3,"R",9,"R",111,"R",37,"R",74,"R",18,"R",7,"R",11,"R",0,"R",0,"R",0,"R",269,"R",104,"R",165,"R",20,"R",9,"R",11,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0
100663, 6,10,2,2,"10 ","R",2207,"R",833,"R",1374,"R",6,"R",2,"R",4,"R",170,"R",67,"R",103,"R",503,"R",174,"R",329,"R",55,"R",20,"R",35,"R",0,"R",0,"R",0,"R",1306,"R",502,"R",804,"R",124,"R",48,"R",76,"R",9,"R",3,"R",6,"R",34,"R",17,"R",17
100663, 7,11,2,2,"45 ","R",9,"R",6,"R",3,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",4,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100663, 8,12,2,2,"50 ","R",2198,"R",827,"R",1371,"R",6,"R",2,"R",4,"R",169,"R",66,"R",103,"R",501,"R",173,"R",328,"R",55,"R",20,"R",35,"R",0,"R",0,"R",0,"R",1300,"R",498,"R",802,"R",124,"R",48,"R",76,"R",9,"R",3,"R",6,"R",34,"R",17,"R",17
100663, 9,13,2,2,"29A","R",1372,"R",472,"R",900,"R",4,"R",1,"R",3,"R",147,"R",56,"R",91,"R",275,"R",86,"R",189,"R",26,"R",6,"R",20,"R",0,"R",0,"R",0,"R",819,"R",286,"R",533,"R",68,"R",22,"R",46,"R",5,"R",3,"R",2,"R",28,"R",12,"R",16
100663,10,14,2,2,"11A","R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100663,12,16,2,2,"18A","R",1371,"R",472,"R",899,"R",4,"R",1,"R",3,"R",147,"R",56,"R",91,"R",274,"R",86,"R",188,"R",26,"R",6,"R",20,"R",0,"R",0,"R",0,"R",819,"R",286,"R",533,"R",68,"R",22,"R",46,"R",5,"R",3,"R",2,"R",28,"R",12,"R",16
100663,13,17,2,2,"19 ","R",951,"R",277,"R",674,"R",3,"R",1,"R",2,"R",123,"R",40,"R",83,"R",151,"R",34,"R",117,"R",18,"R",3,"R",15,"R",0,"R",0,"R",0,"R",581,"R",173,"R",408,"R",49,"R",15,"R",34,"R",5,"R",3,"R",2,"R",21,"R",8,"R",13
100663,14,18,2,2,"20 ","R",339,"R",154,"R",185,"R",1,"R",0,"R",1,"R",19,"R",12,"R",7,"R",94,"R",40,"R",54,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",199,"R",90,"R",109,"R",15,"R",7,"R",8,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2
100663,15,19,2,2,"21 ","R",81,"R",41,"R",40,"R",0,"R",0,"R",0,"R",5,"R",4,"R",1,"R",29,"R",12,"R",17,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",39,"R",23,"R",16,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1
100663,16,20,2,2,"30 ","R",432,"R",162,"R",270,"R",1,"R",1,"R",0,"R",12,"R",3,"R",9,"R",111,"R",37,"R",74,"R",18,"R",7,"R",11,"R",0,"R",0,"R",0,"R",268,"R",104,"R",164,"R",20,"R",9,"R",11,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0
100663,18,10,3,3,"10 ","R",21,"R",0,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",0,"R",14,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100663,20,12,3,3,"50 ","R",21,"R",0,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",0,"R",14,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100663,21,13,3,3,"29A","R",17,"Z",0,"R",17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100663,22,14,3,3,"11A","R",17,"Z",0,"R",17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100663,25,20,3,3,"30 ","R",1,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0
100663,40,11,1,1,"999","R",9,"R",6,"R",3,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",4,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100663,41,31,1,1,"999","R",69,"R",29,"R",40,"R",1,"R",0,"R",1,"R",4,"R",2,"R",2,"R",23,"R",9,"R",14,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",36,"R",17,"R",19,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100663,42,32,1,1,"999","R",328,"R",164,"R",164,"R",0,"R",0,"R",0,"R",6,"R",5,"R",1,"R",92,"R",41,"R",51,"R",9,"R",7,"R",2,"R",0,"R",0,"R",0,"R",180,"R",91,"R",89,"R",33,"R",16,"R",17,"R",3,"R",0,"R",3,"R",5,"R",4,"R",1
100663,43,31,2,2,"22 ","R",69,"R",29,"R",40,"R",1,"R",0,"R",1,"R",4,"R",2,"R",2,"R",23,"R",9,"R",14,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",36,"R",17,"R",19,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100663,44,32,2,2,"23 ","R",325,"R",164,"R",161,"R",0,"R",0,"R",0,"R",6,"R",5,"R",1,"R",92,"R",41,"R",51,"R",9,"R",7,"R",2,"R",0,"R",0,"R",0,"R",177,"R",91,"R",86,"R",33,"R",16,"R",17,"R",3,"R",0,"R",3,"R",5,"R",4,"R",1
100663,46,32,3,3,"23 ","R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100690, 1,10,1,1,"999","R",5,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100690, 2,12,1,1,"999","R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100690, 3,13,1,1,"999","R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100690, 4,20,1,1,"999","R",1,"R",1,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100690, 6,10,2,2,"10 ","R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100690, 8,12,2,2,"50 ","R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100690, 9,13,2,2,"29A","R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100690,12,16,2,2,"18A","R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100690,13,17,2,2,"19 ","R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100690,16,20,2,2,"30 ","R",1,"R",1,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100690,42,32,1,1,"999","R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100690,44,32,2,2,"23 ","R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100706, 1,10,1,1,"999","R",1339,"R",858,"R",481,"R",14,"R",7,"R",7,"R",42,"R",27,"R",15,"R",105,"R",59,"R",46,"R",60,"R",44,"R",16,"R",1,"Z",0,"R",1,"R",1034,"R",666,"R",368,"R",57,"R",33,"R",24,"Z",0,"Z",0,"Z",0,"R",26,"R",22,"R",4
100706, 2,12,1,1,"999","R",1339,"R",858,"R",481,"R",14,"R",7,"R",7,"R",42,"R",27,"R",15,"R",105,"R",59,"R",46,"R",60,"R",44,"R",16,"R",1,"R",0,"R",1,"R",1034,"R",666,"R",368,"R",57,"R",33,"R",24,"R",0,"R",0,"R",0,"R",26,"R",22,"R",4
100706, 3,13,1,1,"999","R",829,"R",501,"R",328,"R",9,"R",3,"R",6,"R",31,"R",22,"R",9,"R",45,"R",21,"R",24,"R",37,"R",27,"R",10,"R",0,"R",0,"R",0,"R",655,"R",396,"R",259,"R",30,"R",14,"R",16,"R",0,"R",0,"R",0,"R",22,"R",18,"R",4
100706, 4,20,1,1,"999","R",271,"R",188,"R",83,"R",2,"R",2,"R",0,"R",3,"R",1,"R",2,"R",36,"R",25,"R",11,"R",14,"R",9,"R",5,"R",0,"R",0,"R",0,"R",206,"R",145,"R",61,"R",10,"R",6,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100706, 6,10,2,2,"10 ","R",1339,"R",858,"R",481,"R",14,"R",7,"R",7,"R",42,"R",27,"R",15,"R",105,"R",59,"R",46,"R",60,"R",44,"R",16,"R",1,"R",0,"R",1,"R",1034,"R",666,"R",368,"R",57,"R",33,"R",24,"R",0,"R",0,"R",0,"R",26,"R",22,"R",4
100706, 8,12,2,2,"50 ","R",1339,"R",858,"R",481,"R",14,"R",7,"R",7,"R",42,"R",27,"R",15,"R",105,"R",59,"R",46,"R",60,"R",44,"R",16,"R",1,"R",0,"R",1,"R",1034,"R",666,"R",368,"R",57,"R",33,"R",24,"R",0,"R",0,"R",0,"R",26,"R",22,"R",4
100706, 9,13,2,2,"29A","R",829,"R",501,"R",328,"R",9,"R",3,"R",6,"R",31,"R",22,"R",9,"R",45,"R",21,"R",24,"R",37,"R",27,"R",10,"R",0,"R",0,"R",0,"R",655,"R",396,"R",259,"R",30,"R",14,"R",16,"R",0,"R",0,"R",0,"R",22,"R",18,"R",4
100706,12,16,2,2,"18A","R",829,"R",501,"R",328,"R",9,"R",3,"R",6,"R",31,"R",22,"R",9,"R",45,"R",21,"R",24,"R",37,"R",27,"R",10,"R",0,"R",0,"R",0,"R",655,"R",396,"R",259,"R",30,"R",14,"R",16,"R",0,"R",0,"R",0,"R",22,"R",18,"R",4
100706,13,17,2,2,"19 ","R",549,"R",339,"R",210,"R",8,"R",2,"R",6,"R",20,"R",13,"R",7,"R",22,"R",11,"R",11,"R",23,"R",16,"R",7,"R",0,"R",0,"R",0,"R",439,"R",274,"R",165,"R",18,"R",8,"R",10,"R",0,"R",0,"R",0,"R",19,"R",15,"R",4
100706,14,18,2,2,"20 ","R",219,"R",122,"R",97,"R",0,"R",0,"R",0,"R",8,"R",6,"R",2,"R",17,"R",8,"R",9,"R",9,"R",8,"R",1,"R",0,"R",0,"R",0,"R",173,"R",92,"R",81,"R",9,"R",5,"R",4,"R",0,"R",0,"R",0,"R",3,"R",3,"R",0
100706,15,19,2,2,"21 ","R",61,"R",40,"R",21,"R",1,"R",1,"R",0,"R",3,"R",3,"R",0,"R",6,"R",2,"R",4,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",43,"R",30,"R",13,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100706,16,20,2,2,"30 ","R",271,"R",188,"R",83,"R",2,"R",2,"R",0,"R",3,"R",1,"R",2,"R",36,"R",25,"R",11,"R",14,"R",9,"R",5,"R",0,"R",0,"R",0,"R",206,"R",145,"R",61,"R",10,"R",6,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100706,41,31,1,1,"999","R",35,"R",34,"R",1,"R",0,"R",0,"R",0,"R",3,"R",3,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",26,"R",26,"R",0,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100706,42,32,1,1,"999","R",204,"R",135,"R",69,"R",3,"R",2,"R",1,"R",5,"R",1,"R",4,"R",23,"R",12,"R",11,"R",9,"R",8,"R",1,"R",0,"R",0,"R",0,"R",147,"R",99,"R",48,"R",13,"R",9,"R",4,"R",0,"R",0,"R",0,"R",4,"R",4,"R",0
100706,43,31,2,2,"22 ","R",35,"R",34,"R",1,"R",0,"R",0,"R",0,"R",3,"R",3,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",26,"R",26,"R",0,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
100706,44,32,2,2,"23 ","R",204,"R",135,"R",69,"R",3,"R",2,"R",1,"R",5,"R",1,"R",4,"R",23,"R",12,"R",11,"R",9,"R",8,"R",1,"R",0,"R",0,"R",0,"R",147,"R",99,"R",48,"R",13,"R",9,"R",4,"R",0,"R",0,"R",0,"R",4,"R",4,"R",0
100724, 1,10,1,1,"999","R",951,"R",349,"R",602,"R",2,"R",2,"Z",0,"R",2,"Z",0,"R",2,"R",890,"R",323,"R",567,"R",10,"R",4,"R",6,"R",1,"Z",0,"R",1,"R",13,"R",5,"R",8,"R",12,"R",4,"R",8,"R",14,"R",5,"R",9,"R",7,"R",6,"R",1
100724, 2,12,1,1,"999","R",951,"R",349,"R",602,"R",2,"R",2,"R",0,"R",2,"R",0,"R",2,"R",890,"R",323,"R",567,"R",10,"R",4,"R",6,"R",1,"R",0,"R",1,"R",13,"R",5,"R",8,"R",12,"R",4,"R",8,"R",14,"R",5,"R",9,"R",7,"R",6,"R",1
100724, 3,13,1,1,"999","R",287,"R",85,"R",202,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",262,"R",73,"R",189,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2,"R",3,"R",2,"R",1,"R",4,"R",1,"R",3,"R",5,"R",4,"R",1
100724, 4,20,1,1,"999","R",313,"R",99,"R",214,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",293,"R",94,"R",199,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",6,"R",1,"R",5,"R",7,"R",2,"R",5,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
100724, 6,10,2,2,"10 ","R",951,"R",349,"R",602,"R",2,"R",2,"R",0,"R",2,"R",0,"R",2,"R",890,"R",323,"R",567,"R",10,"R",4,"R",6,"R",1,"R",0,"R",1,"R",13,"R",5,"R",8,"R",12,"R",4,"R",8,"R",14,"R",5,"R",9,"R",7,"R",6,"R",1
100724, 8,12,2,2,"50 ","R",951,"R",349,"R",602,"R",2,"R",2,"R",0,"R",2,"R",0,"R",2,"R",890,"R",323,"R",567,"R",10,"R",4,"R",6,"R",1,"R",0,"R",1,"R",13,"R",5,"R",8,"R",12,"R",4,"R",8,"R",14,"R",5,"R",9,"R",7,"R",6,"R",1
100724, 9,13,2,2,"29A","R",287,"R",85,"R",202,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",262,"R",73,"R",189,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2,"R",3,"R",2,"R",1,"R",4,"R",1,"R",3,"R",5,"R",4,"R",1
100724,12,16,2,2,"18A","R",287,"R",85,"R",202,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",262,"R",73,"R",189,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2,"R",3,"R",2,"R",1,"R",4,"R",1,"R",3,"R",5,"R",4,"R",1
100724,13,17,2,2,"19 ","R",128,"R",35,"R",93,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",110,"R",27,"R",83,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2,"R",1,"R",1,"R",0,"R",3,"R",1,"R",2,"R",4,"R",3,"R",1
